name,tagline,web_site,main_product_or_service,categories,web_domain
LangGraph,Multi-Agent Workflows,https://blog.langchain.dev/langgraph/,Multi-Agent Workflows for LLMs,AI | Software Development | Machine Learning,blog.langchain.dev
LastMile AI,Generative AI Developer Platform,https://lastmile.ai,RAG Workbench,AI | Software Development | Dev Tools,lastmile.ai
LastMile AI,Revolutionizing delivery logistics with AI.,https://lastmileai.dev,AI-driven logistics optimization platform,Logistics | AI | Supply Chain Management,lastmileai.dev
LaunchLemonade,Create powerful AI Tools,https://launchlemonade.app/,AI Tools for business,AI | Business Tools | Automation,launchlemonade.app
LeanTaaS,AI-Driven Digital Transformation for Healthcare,https://leantaas.com,iQueue solution suite,Healthcare | AI | Machine Learning | Predictive Analytics,leantaas.com
LeewayHertz,AI Development Company,https://www.leewayhertz.com/,Generative AI Solutions,AI Development | Software Development | Blockchain | Web3 | Data Engineering,leewayhertz.com
LegalFly,The Most Secure Legal AI Workspace,http://app.legalfly.ai,Legal AI Workspace,Legal Tech | AI | SaaS,legalfly.ai
LegalOn,Global Leader in Legal AI for Contract Review,http://www.legalontech.com,AI contract review software,Legal Tech | AI | Contract Management,legalontech.com
Legau,Revolutionizing Legal Processes with AI,https://artificiallawyer.com,AI-driven legal technology solutions,Legal Tech | AI | Software,artificiallawyer.com
Legitquest,"Generative AI for Professionals in Elite Law Firms, Leading Corporations, Government Operations, Judiciary",https://www.legitquest.com,"Legal AI assistant that provides real-time answers, drafts documents, reviews contracts, case laws & more.",Legal Tech | AI | Legal Research | Litigation Management,legitquest.com
Lenny's Newsletter,"Community Wisdom: Using LLMs in your SaaS app, tips for the first marketing hire at an early-stage startup, upskilling on content writing, the best downgrading experience you’ve seen, and more",https://www.lennysnewsletter.com,Newsletter and community insights,SaaS | Marketing | Content Writing | Community,lennysnewsletter.com
LexisNexis,Personalized AI tool for legal research and document management.,https://www.lexisnexis.com/en-us/products/protege.page,"Lexis Protégé, an AI-powered legal research tool",Legal Tech | AI | Legal Research,lexisnexis.com
LexlabsAI,AI powered unified RFP to Contract Execution platform,https://lexlabs.ai/,RFP and Bid management solutions,Technology | Information and Internet,lexlabs.ai
LibAILab,Empowering AI with Innovative Solutions,http://ishencai.com,AI-driven data analysis tools,AI | Data Analytics | Software Development | Machine Learning,ishencai.com
LightOn,"Private, scalable and customizable Gen AI",https://lighton.io,Paradigm - a Gen AI platform for enterprises,Gen AI | Enterprise Solutions | AI Services,lighton.io
Lightning AI,Accelerating AI Development,https://lightning.ai,AI development tools and frameworks,AI | Software Development | Machine Learning,lightning.ai
Liminal,The Way Enterprises Securely Leverage Generative AI,https://www.liminal.ai,Generative AI security platform,Banking + Credit Unions | Biotech + Life Sciences | Education | Financial Services | Healthcare | Insurance,liminal.ai
LiteLLM,"Unified API for managing authentication, load balancing, and spend tracking across 100+ LLMs.",https://docs.litellm.ai/docs/,LLM Gateway,API | Machine Learning | Open Source,litellm.ai
LlamaIndex,Turn your enterprise data into production-ready LLM applications,https://llamaindex.ai,Data framework for LLM applications,Enterprise | Open Source | Community,llamaindex.ai
LunaLust,AI Girlfriend,https://lunalust.link,Virtual AI Girlfriend Simulator,AI | Virtual Reality | Dating | Entertainment,lunalust.link
LunaLust,Unlock Your Desires with AI,https://lunalust.ai,AI-driven personalized adult content recommendations,Technology | Adult Entertainment | AI,lunalust.ai
Lunit,Conquer Cancer through AI,https://lunit.io,AI for cancer detection and treatment,Healthcare | AI | Biotech,lunit.io
ML6,Your AI partner for data-driven decisions,https://ml6.eu,AI and machine learning solutions,AI | Machine Learning | Data Analytics | Consulting,ml6.eu
MOSTLY AI,Synthetic Data Generation with the Highest Accuracy for Free,https://mostly.ai,Synthetic data generation platform,Data Generation | AI/ML Development | Data Privacy | Data Analytics,mostly.ai
MagnifAI,AI-Companion for Quality Assurance,https://magnif.ai/,Software Quality Assurance Automation,Software | AI | Quality Assurance | Automation,magnif.ai
MailSlurp,Disposable email accounts and instant random email address,https://app.mailslurp.com/,"Programmable email inboxes and phone numbers for testing, development, and automation.",Email Services | API Services | Testing Tools,mailslurp.com
Mailchimp,#1 email marketing and automations platform*,https://mailchimp.com,Email marketing and automation platform,Marketing | Automation | Email Platform,mailchimp.com
Mailjet,Email Delivery Service for Marketing & Developer Teams,https://www.mailjet.com/,Email Marketing and API services,Email Marketing | API | SaaS | Marketing Technology,mailjet.com
Mailtrap,"Email Delivery Platform that delivers just in time. Great for dev, and marketing teams.",https://mailtrap.io/,"Email API and SMTP, Email Marketing, Mass Mailing, Actionable Analytics, Email Templates, Email Testing",Email Delivery | Email Testing | Email Marketing,mailtrap.io
Maisa,AI reasoning system for LLMs,https://platform.maisa.ai,Knowledge Processing Unit (KPU) for LLMs,AI | Machine Learning | Software Development,maisa.ai
Manatal,Leading AI Recruitment Software,https://www.manatal.com,AI Recruitment Software,Recruitment Software | AI | Human Resources,manatal.com
Marqo,Train and Deploy Embedding Models,https://www.marqo.ai/,Embedding model training and deployment,Cloud | Ecommerce | Ecosystem,marqo.ai
Martian,Your personal AI assistant for everyday tasks.,https://withmartian.com,AI-powered personal assistant,Technology | AI | Productivity | Software,withmartian.com
Matrix AI,Next generation Artificial Intelligence,https://www.matrix.io/,AI and Blockchain Solutions,AI | Blockchain | Neuroscience | DePIN | Web 3.0 | Metaverse,matrix.io
Maven,Unlock your career growth,https://www.maven.com,Live courses with real-world experts,AI | Product | Design | Marketing & sales | Data & engineering | Business & finance | Leadership & career,maven.com
Mechanical Turk,"A virtual labor marketplace for businesses to hire inexpensive, on-demand labor for simple microtasks.",https://www.mturk.com,Human Intelligence Tasks,Labor Marketplace | Crowdsourcing | AI,mturk.com
Melty,iterate on code in plain english,https://docs.google.com/forms/d/e/1FAIpQLSc6uBe0ea26q7Iq0Co_q5fjW2nypUl8G_Is5M_6t8n7wZHuPA/viewform,AI code editor,Software | AI | Dev Tools,docs.google.com
Memora Health,An AI-Backed Ally for Patients and Care Teams,https://www.memorahealth.com,AI platform for care management,Healthtech | Digital Health | AI in Healthcare,memorahealth.com
Menza,AI-driven insights for smarter decision-making,https://menza.ai,AI analytics platform,AI | Data Analytics | BI,menza.ai
Merlin AI,"Your 26-in-one AI assistant to Research, Create and Summarize",https://getmerlin.in/,AI Chrome Extension,AI | Productivity | Chrome Extension,getmerlin.in
Mermaid Chart,Generate diagrams and flowcharts from text in a markdown-like syntax,https://mermaid-js.github.io/,Diagramming and charting tool,Software | Open Source | Dev Tools,mermaid-js.github.io
MetaGPT,Empowering AI with Deep Wisdom,https://deepwisdom.ai,AI-driven insights and solutions,AI | Machine Learning | Data Analytics,deepwisdom.ai
Mindsay,Automate your customer service with AI chatbots.,https://mindsay.com,AI-powered customer service chatbots,AI | Customer Service | Chatbots | Software,mindsay.com
Minecraft Programmable AI,A hey0 server mod plugin to create automated AIs in Minecraft.,https://minecraft-programmable-ai.soft112.com,Automated AI creation for Minecraft,Games & Entertainment | Other,mcprogram.sf.net
Minisforum,EliteMini AI370 With AMD Ryzen AI 9 HX 370 CPU,https://www.techpowerup.com/327640/minisforum-unveils-the-elitemini-ai370-with-amd-ryzen-ai-9-hx-370-cpu,Mini PC,Computers | Hardware | Technology | Gaming | Entertainment,techpowerup.com
MinterEllison,Leading Australian law firm implementing AI-powered tools for enhanced productivity.,https://www.minterellison.com/,Legal services with a focus on AI integration,Legal Tech | AI | Legal Services,minterellison.com
Mirry.ai,AI-powered insights for better decision making,https://mirry.ai,AI-driven analytics platform,AI | Data Analytics | BI,mirry.ai
Mistral AI,Frontier AI in your hands,https://mistral.ai,Open and portable generative AI for devs and businesses.,AI | Technology | Software Development,mistral.ai
Momentic,"The quality you want, effortlessly",https://momentic.ai,Software testing platform,Software | Quality Assurance | Testing Tools,momentic.ai
Monitaur,AI Governance software that goes beyond good intentions,https://monitaur.ai,AI governance platform,AI Governance | SaaS | Compliance | Risk Management,monitaur.ai
Morph Studio,your all-in-one AI video creation platform,https://app.morphstudio.com/library,AI video creation suite,Video Production | AI Tools | Content Creation,morphstudio.com
Moveworks,The Copilot for All Employees,https://www.moveworks.com/us/,AI-powered Copilot for enterprise support,AI | Enterprise Software | IT Service Management | Employee Experience,moveworks.com
MultiOn AI,AI agents that act on your behalf,https://www.multion.ai,Agent API,Technology | AI | Software,multion.ai
Mutable AI,Transforming the way businesses interact with AI.,https://mutable.ai,AI-driven solutions for business automation and decision-making.,AI | Business Automation | Software Development,mutable.ai
Möbius,Transforming visual data into actionable insights,https://any-vision.com,AI-powered visual recognition technology,AI | Computer Vision | Technology | Software,any-vision.com
NICE,Leading Customer Experience (CX) AI Platform,https://www.nice.com,AI-powered Customer Experience Solutions,Customer Experience | AI | Cloud Services | Contact Center Solutions,nice.com
NICE Actimize,Combat Financial Crime with AI-Driven AML and Fraud Solutions,https://www.niceactimize.com,Anti-Money Laundering (AML) and Fraud Solutions,Financial Services | Technology | Compliance,niceactimize.com
NVIDIA,"Open-source multimodal LLM that excels in math, coding, and visual tasks.",https://www.infoq.com/news/2024/10/nvlm-nvidia-open-source/,NVLM 1.0,Technology | AI,infoq.com
Nabla,Enjoy care again,https://copilot.nabla.com/,Ambient AI assistant for clinicians,Healthcare | AI | Medical Technology,nabla.com
Napier AI,AI powered Anti-Money Laundering platform to combat evolving threats,https://www.napier.ai,Intelligent Compliance Platform,Banking | Payments | Wealth & Asset Management,napier.ai
Navina AI,Clinician-First AI Platform,https://www.navina.ai/,AI platform for value-based care,Healthcare | AI | Health Tech,navina.ai
Needle,AI-Powered Customer Engagement,https://needle.ai,Customer engagement platform using AI,AI | Customer Service | Technology,needle.ai
Netomi,Conversational AI - Enterprise Customer Service Support,https://www.netomi.com,AI Customer Service Platform,eCommerce | Entertainment | Fintech | SaaS | Telecommunications | Travel & Hospitality,netomi.com
NeuroChain,Artificial Intelligence at the Heart of the Blockchain,https://www.neurochaintech.io/,NeuroChain technology,Blockchain | AI,neurochaintech.io
Neuton.AI,No-code artificial intelligence for all,https://neuton.ai/,Automated Tiny ML Platform,AI | Machine Learning | IoT | TinyML,neuton.ai
New Computer,"Meet Dot, the AI that grows with you",https://new.computer,"Dot, a personal AI",AI | Technology | Personal Assistant,new.computer
New England Biolabs,Enabling the Next Generation of Life Science,https://www.neb.com,Molecular biology reagents and tools,Biotech | Life Sciences | Research Tools,neb.com
New Relic,The All-in-One Observability Platform,https://newrelic.com,Infrastructure Monitoring,Infrastructure Monitoring | Application Performance Monitoring | Digital Experience Monitoring | Security | AI,newrelic.com
Noetica,Instant benchmarking for the terms of your next deal,https://noetica.ai/,"Knowledge graph of corporate debt, securities, and M&A transaction terms",Finance | Technology | Data Analytics,noetica.ai
Nomifactory,Your gateway to personalized recommendations.,https://nomifactory.quest,Personalized product recommendation platform,E-commerce | Technology | AI,nomifactory.quest
Noogata,Empowering businesses with AI-driven insights,https://noogata.ai,AI-powered data analytics platform,AI | Data Analytics | BI,noogata.ai
Norm Ai,AI-driven insights for better decision making,https://norm.ai,AI analytics platform,AI | Data Analytics | BI,norm.ai
Notable,The AI Platform for Healthcare Operations,https://www.notablehealth.com,AI-powered healthcare operations platform,Healthcare | AI | Automation,notablehealth.com
Notarist,Notarist is an AI co-pilot for efficient matter management in legal teams,https://notarist.io,AI co-pilot for email and matter management,Legal Tech | AI | Productivity,notarist.io
Nowadays,Your AI-powered corporate event planner,https://www.getnowadays.com,AI event planning services,Event Planning | AI Services | Corporate Services,getnowadays.com
Nowadays,AI-driven solutions for modern businesses,https://nowadays.ai,AI-powered business tools,AI | Software Development | Business Solutions,nowadays.ai
Nubank,Nubank acquires Hyperplane to accelerate AI-first strategy,https://international.nubank.com.br/about/,Digital banking platform,Fintech | Banking | AI | Data Intelligence,international.nubank.com.br
Nvidia,The AI computing company,https://technice.com.tw,Graphics Processing Units (GPUs) and AI computing solutions,Technology | Semiconductors | AI | Gaming,technice.com.tw
NyquistAI,"Connecting Data, Igniting Discovery.",https://nyquistai.com,AI-powered solutions for Life Sciences,Life Sciences | AI | Data Analytics,nyquistai.com
OPTIMA,Enhancing Efficiency and Effectiveness in LLM-Based Multi-Agent Systems,https://www.marktechpost.com/2024/10/12/optima-enhancing-efficiency-and-effectiveness-in-llm-based-multi-agent-systems/,Framework for LLM-based Multi-Agent Systems,AI Research | Machine Learning | NLP,marktechpost.com
OS-Copilot,Your AI-powered coding assistant,https://os-copilot.github.io,AI coding assistant,Software Development | AI | Productivity,os-copilot.github.io
Observe.AI,The Leading Gen AI Conversation Intelligence Platform for Contact Centers,https://www.observe.ai,Conversation Intelligence Platform,AI | Automation | Customer Service | Contact Center Solutions,observe.ai
Ocoya,AI Social Media Management,https://www.app.ocoya.com/,"Social media, content marketing and copywriting using AI",Social Media Management | AI Tools | Marketing | Ecommerce,ocoya.com
Octane AI,Smart Quizzes That Grow Revenue for Shopify Stores,https://www.octaneai.com/,AI Quizzes and Insights,Ecommerce | Marketing | AI | Data Analytics,octaneai.com
OctoAI,"Efficient, Customizable, and Reliable GenAI Inferences",https://octoai.cloud,Generative AI applications and inference services,SaaS | AI | Technology,octoai.cloud
OctoAI,AI for Everyone,https://octo.ai,AI-powered data analysis platform,AI | Data Analytics | Software Development,octo.ai
OdiaGenAI,Released Llama2-Fine-tuned Model for Odia,https://www.odiagenai.org,Llama2-Fine-tuned Model for Odia Language,AI | NLP | Language Models,odiagenai.org
OneTrust,"Use data & AI, responsibly",https://www.onetrust.com/,Data governance and privacy management platform,Data Privacy | Compliance | Risk Management | AI Governance,onetrust.com
Onehouse,The Universal Data Lakehouse,https://www.onehouse.ai,Universal Data Lakehouse,Data Management | Cloud Services | Data Analytics,onehouse.ai
OpenAI,"Let’s build developer tools, not digital God",https://openai.com/devday/,AI models and tools,AI | Generative AI | Dev Tools | AI | Machine Learning | NLP | AI (Artificial Intelligence) | Software | Machine Learning (ML) | Natural Language Processing (NLP),openai.com
OpenAssistantGPT,Build your own AI chatbot with no code.,https://openassistantgpt.io,AI chatbot creation platform,AI | Chatbots | SaaS | Open Source,openassistantgpt.io
OpenPAI,Open Platform for AI,https://openpai.readthedocs.io/,AI platform for distributed training and inference,AI | Cloud Computing | Open Source,openpai.readthedocs.io
Orq.ai,Generative AI Collaboration Platform,https://orq.ai,Generative AI Collaboration Platform,Platform | Solutions,orq.ai
Oscillate.ai,AI-driven insights for better decision making,https://oscillate.ai,AI analytics platform,AI | Data Analytics | Software,oscillate.ai
Outerbounds,"Infrastructure for ML, AI, and Data Science",https://outerbounds.com,ML and AI infrastructure,Machine Learning | AI | Data Analytics,outerbounds.com
Owkin,Understanding complex biology through AI,https://www.owkin.com/,AI Drug Discovery and Development,Biotech | AI | Healthcare | Pharmaceuticals,owkin.com
PDF AI,AI-Powered PDF Assistant,https://taggoai.com,Chat-Based AI PDF Research Assistant,AI | Research | PDF Tools,taggoai.com
PDFAI.One,Transforming PDFs with AI,https://pdfai.one,AI-powered PDF processing and analysis,AI | Document Management | SaaS,pdfai.one
Palantir Technologies,Enabling AI and Data Science Transformation for Organizations,https://www.palantir.com,AI and data science solutions,Computer Software | Information Technology and Services,palantir.com
Pandorabots,Build and deploy chatbots with ease.,https://www.pandorabots.com,Chatbot development platform,AI | Chatbots | Software Development,pandorabots.com
Pano AI,Actionable Intelligence for Wildfire Management,https://pano.ai,Pano Rapid Detect,Wildfire Detection | AI Technology | Emergency Management,pano.ai
Papercup,Premium AI Dubbing,https://papercup.com,AI dubbing as a service,AI | Dubbing | Video Localization,papercup.com
Paradox,Conversational hiring software that gets work done for you,https://www.paradox.ai/,Conversational hiring software,HR Technology | Recruitment Software | Conversational AI,paradox.ai
Parea AI,Test and Evaluate your AI systems,https://parea.ai,Experiment tracking and human annotation platform for LLM applications,AI | Software | Technology,parea.ai
Parthean,Automate your financial life with AI agents.,https://parthean.com,AI-driven financial automation and insights,Finance | Fintech | AI,parthean.com
Paxera Health,Elevating Healthcare with AI Assisted Imaging,https://paxerahealth.com/,AI Assisted Imaging and Medical Imaging Solutions,Medical Imaging | Healthcare Technology | AI Solutions,paxerahealth.com
Pearl,"The future of dentistry, powered by dental AI.",https://www.hellopearl.com,AI-powered dental solutions,Healthcare | AI | Dental Technology,hellopearl.com
Perplexity,AI is turning search engines into thought drivers in mutual rivalry,https://www.livemint.com/,AI-powered search engine,Technology | AI | Search Engine,livemint.com
Perplexity AI,Your AI-powered search engine.,https://www.perplexity.ai,AI-powered search engine,AI | Search Engine | Technology,perplexity.ai
Persana,AI-driven insights for personalized healthcare,https://persana.ai,Personalized healthcare solutions using AI,Healthcare | AI | Technology,persana.ai
Pharmacare Hawaii,Delivering Care The Right Way,https://www.pharmacarehawaii.com/,Pharmacy and healthcare services,Pharmacy | Healthcare | Infusion Services | Long-Term Care | Nutrition | Specialty Pharmacy,pharmacarehawaii.com
Phrase,A world leader in translation technology,https://phrase.com,Phrase Localization Platform,Localization | Translation Software | AI | Cloud-based Solutions,phrase.com
PicSo,AI-Powered Image Generation,https://picso.ai,AI-based image generation platform,AI | Image Processing | Creative Tools,picso.ai
Pieces Technologies,Clinical Generative AI for frontline care teams,https://piecestech.com/,Generative AI solutions for healthcare documentation,Healthcare | AI | Technology,piecestech.com
Pinecone,The vector database to build knowledgeable AI,https://app.pinecone.io,Serverless vector database for AI applications,AI | Database | Serverless,pinecone.io
Pleias,AI-driven solutions for data analysis,https://pleias.ai,Data analysis and visualization tools,AI | Data Analytics | Software Development,pleias.ai
Poe,Chat with AI.,https://poe.com,AI chat platform,Technology | AI | Chatbots,poe.com
Poolside.ai,AI-powered pool management solutions,https://reiserx.com,Automated pool maintenance and management software,Technology | Software | AI | Home Services,reiserx.com
PreciseDx,Personalizing Medicine through AI,https://precisedx.ai,AI-powered cancer risk assessments,Healthcare | Biotech | AI,precisedx.ai
Precisely,"Empowers Streamlined, Rapid Data Integrity Boons with Latest Updates",https://www.dbta.com/Editorial/News-Flashes/Precisely-Empowers-Streamlined-Rapid-Data-Integrity-Boons-with-Latest-Updates-166319.aspx,Data Integrity Suite,Data Integrity | Data Management | BI | Cloud Computing | Data Backup | Infrastructure Management | Analytics | Event Streaming | Cloud Storage | Data Governance | Data Privacy | Observability | Data Visualization | Monitoring | Cybersecurity | AI | Cloud Security | Data Storage | Consulting | Cloud Solutions | Enterprise Agility | Cost Management | FinOps,dbta.com
Productboard,"Build the right products, faster with Productboard",https://www.productboard.com,Product Management Software,Software | Product Management | AI,productboard.com
PromeAI,Free AI art generator : Bring creativity to life,https://www.promeai.pro/,AI art generator,AI Tools | Generation Tools,promeai.pro
PromptBase,AI Prompt Marketplace,https://promptbase.com,Curated AI prompts for various applications,Marketplace | AI | Prompts | Art | Productivity | Marketing,promptbase.com
Promptable,Empowering teams to build AI applications effortlessly.,https://promptable.ai,AI application development platform,AI | Software Development | Productivity,promptable.ai
Promptless,Stripe-quality documentation without the Stripe-size team,https://gopromptless.ai,Automatic Technical Documentation Updates with AI,AI | Technical Writing | Software Development,gopromptless.ai
Qdrant,High-Performance Vector Search at Scale,https://qdrant.tech/,Qdrant Vector Database,Database | AI | Cloud Computing,qdrant.tech
Qilimanjaro,Unlocking nature through analog quantum computing.,https://www.qilimanjaro.tech/,Analog quantum computers,Quantum Computing | Technology | AI | Software Development,qilimanjaro.tech
Qodo,Quality-first Generative AI Coding Platform,https://www.qodo.ai,AI code generation and testing tools,Software Development | AI Tools | Code Quality,qodo.ai
Quantum Rise,Empowering AI Solutions for Tomorrow,https://ai7.pro,AI-driven analytics and solutions,AI | Technology | Analytics,ai7.pro
Qumis,AI Copilot for Complex Risks,https://qumis.ai,Assistive-AI platform for analyzing insurance policies,Insurance | AI | Technology,qumis.ai
Qvantify,Scale Qualitative Feedback with AI,https://app.qvantify.com/,AI-driven qualitative feedback interviews,AI | Market Research | Feedback Collection,qvantify.com
Rad AI,Save Time and Decrease Burnout with Radiology AI Software,https://www.radai.com,AI radiology solutions,Healthcare | AI | Radiology,radai.com
Rad AI Continuity,AI-driven solutions for healthcare continuity,https://rad.ai,AI-powered radiology solutions,Healthcare | AI | Radiology | Technology,rad.ai
Raidium,A Foundation Model for precision medicine in radiology,https://www.raidium.com,AI-native interactive platform for imaging biomarkers,Healthcare | AI | Medical Technology,raidium.com
Raidium,Empowering the Future of Energy Solutions,https://raidium.eu,Innovative energy management software,Energy | Software | Technology,raidium.eu
Railway,All systems operational,https://railway.app,Cloud infrastructure platform,Cloud Computing | Infrastructure as a Service | Dev Tools,railway.app
Rainbow,Evolving Restaurant Insurance,https://www.userainbow.com,Insurance for restaurants,Insurance | Fintech | Insurtech,userainbow.com
Ramblr,The Egocentric Data Company,https://ramblr.ai,AI-powered video understanding solutions,Automotive | Pharmaceutical | Service & Maintenance,ramblr.ai
Random Waifu Generator,Generate your favorite anime characters!,https://wwaifu.github.io,Anime character generation tool,Technology | Entertainment | Web Applications,wwaifu.github.io
RazorCode AI,Empowering developers with AI-driven code solutions.,https://razorcode.ai,AI-powered code generation and optimization tools,AI | Software Development | Dev Tools,razorcode.ai
Read AI,"Read AI makes your meetings, emails, and messages more efficient with AI-generated summaries, transcripts, playback, and highlights.",https://www.read.ai,AI-generated meeting summaries and productivity tools,Productivity | AI | Meeting Tools | Transcription,read.ai
Reliant AI,Empowering businesses with AI-driven insights,https://reliant-ai.com,AI-driven analytics platform,AI | Data Analytics | Machine Learning,reliant-ai.com
Relicx,Generative AI Powered Software Testing,https://relicx.ai,Generative AI powered software testing tools,Software Testing | AI | Automation,relicx.ai
RepAir Carbon,Carbon capture designed for the gigaton scale,https://www.repair-carbon.com,Direct Air Capture and Diluted Point Source carbon removal solutions,Technology | Environmental Services | Carbon Capture,repair-carbon.com
RepairWise,Your trusted partner for repair solutions,https://repairwise.pro,Repair services for various devices and appliances,Repair Services | Technology | Consumer Electronics,repairwise.pro
Rephrase.ai,Create AI-generated videos from text in minutes.,https://rephrase.ai,AI video generation platform,AI | Video Production | Technology,rephrase.ai
Replica Analytics,Unlocking the power of synthetic data for AI and analytics.,https://replica-analytics.com,Synthetic data generation for AI and analytics,Data Analytics | AI | Synthetic Data,replica-analytics.com
Reveal,"Attain optimal, AI-driven eDiscovery",https://www.revealdata.com,AI-powered eDiscovery software,eDiscovery | Legal Tech | AI Solutions,revealdata.com
RightBrain AI,Empowering Creativity with AI,http://rightbrainai.cn,AI-driven creative tools,AI | Creative Technology | Software Development,rightbrainai.cn
Roboflow,Making the World Programmable,https://roboflow.com,Open source computer vision datasets and pre-trained models,Computer Vision | Machine Learning | AI,roboflow.com
Rogo,Generative AI for Financial Firms,https://tryrogo.com,Purpose-built financial AI connected to all your data.,Investment Banks | Private Equity | Hedge Funds,tryrogo.com
Rogo,AI-Powered Solutions for Smart Logistics,https://rogo.ai,Logistics Optimization Software,Logistics | AI | Supply Chain Management,rogo.ai
Roost.ai,Automated Test Case Generation using LLMs,https://roost.ai,Test case generation and code scanning,Software Development | Testing Tools | AI Solutions,roost.ai
Root Signals,LLM Measurement & Control Platform,https://rootsignals.ai,Evaluation SDK for LLMs,AI | SaaS | Fintech | GenAI,rootsignals.ai
Runway,Generative AI for video and image creation,https://runwayml.com,Runway Gen-2,Technology | Generative AI | Video Production,runwayml.com
SLK Software,Transform Your Business with Advanced AI Solutions,https://slksoftware.com,AI-powered solutions for various industries,AI Solutions | Data Analytics | Digital Transformation | Consulting,slksoftware.com
SafetyKit,Trust & Safety AI,https://www.safetykit.com,AI-driven Trust and Safety platform,AI | Trust and Safety | Automation,safetykit.com
Saifr,Use AI to find threats before they find you.,https://saifr.ai/,AI-powered compliance solutions,Compliance | Risk Management | AI Technology,saifr.ai
Sailes,Authentic AI for Sales on Autopilot,https://sailes.com,AI-powered sales automation,Sales | AI | Automation,sailes.com
Salt Security,The only AI-infused security platform to see and protect your entire API ecosystem.,https://www.salt.security,API Security Platform,API Security | Cybersecurity | Software,salt.security
Sardine,The smartest platform for fraud prevention,https://www.sardine.ai,Behavior-based fraud prevention and compliance platform,Fraud prevention | Compliance | KYC/AML | Transaction monitoring,sardine.ai
Sarus,The Privacy Layer for Analytics & AI,https://sarus.tech,Privacy-safe Analytics & AI Platform,Analytics & AI | Data Security | Data Protection,sarus.tech
Sarvam AI,Building full-stack generative AI for population scale,https://sarvam.ai,Voice first agentic AI solutions,AI | Technology | Voice Recognition | Translation,sarvam.ai
Scale AI,Accelerate the Development of AI Applications,https://scale.com,Scale Data Engine,AI | Data | Enterprise | Government,scale.com
Scopus AI,Transforming data into actionable insights,https://www.scopus.com,AI-driven data analytics platform,AI | Data Analytics | Software Development,scopus.com
Scout AI,AI for teams building,https://scoutos.com,A platform for building AI applications,AI | Software Development | Productivity,scoutos.com
Seed-TTS,Text-to-Speech synthesis for diverse applications,https://bytedancespeech.github.io,Text-to-Speech (TTS) technology,AI | Speech Technology | Software Development,bytedancespeech.github.io
SellScale,Selix by SellScale is an agentic prospecting buddy to help your revenue org launch campaigns.,https://www.sellscale.com,AI-driven prospecting and outreach tools,Sales | Marketing | AI,sellscale.com
Semantic Kernel Chat Copilot,Empowering developers to build AI applications with ease.,https://learn.microsoft.com/en-us/semantic-kernel/,Semantic Kernel SDK for AI integration,AI | Software Development | Machine Learning,learn.microsoft.com
Sentient.io,Empowering businesses with AI solutions,https://sentient.io,AI platform for businesses,AI | Machine Learning | Data Analytics,sentient.io
Shengshu Technology,Empowering AI Solutions for Tomorrow,https://shengshu-ai.com,AI-driven technology solutions,AI | Technology | Software Development,shengshu-ai.com
Shorthills AI,Helping enterprises make sense of unstructured data.,https://analyticsindiamag.com/ai-origins-evolution/gurgaon-based-shorthills-ai-poised-generate-5-million-streamlining-financial-data/,AI-powered search and data analysis solutions for enterprises.,AI | Data Analysis | Financial Technology,analyticsindiamag.com
Shortwave,AI-native email for teams,https://app.shortwave.com/login,AI-powered email management,Email | Productivity | Collaboration | AI,shortwave.com
Sibli,Leverage cutting-edge technology for investment research.,https://sibli.ai/,Investment research technology,Financial Technology | Investment Management | Data Analytics,sibli.ai
Sift Healthcare,Reporting & AI For Healthcare Payments,https://sifthealthcare.com,Payments Intelligence Platform,Healthcare | AI | Payments | Revenue Cycle Management,sifthealthcare.com
Simbian,AI-driven solutions for smarter business decisions,https://simbian.ai,AI analytics platform,AI | Data Analytics | BI,simbian.ai
Sinbad the Sailor,Legendary sailor and adventurer,https://en.wikipedia.org/wiki/Sinbad_the_Sailor,Folklore and adventure stories,Literature | Folklore | Adventure,wikipedia.org
Sinequa,Your Company. Augmented.,https://www.sinequa.com,Generative AI Assistants,Technology | AI | Search Solutions | Data Management,sinequa.com
Sirona Medical,Future-Proof Radiology,https://sironamedical.com/,"RadOS - AI-powered, cloud-native radiology operating system",Healthcare | Radiology | Software,sironamedical.com
Skim AI,Solutions d'apprentissage automatique et d'intelligence artificielle,https://skimai.com/fr,Solutions personnalisées d'IA et de ML,Développement de l'IA | Industries | Juridique | Médical | Alimentation et boissons | Médias d'information | Production de photos et de films | Relations publiques | EdTech | Crypto et blockchain,skimai.com
SkySafe,Protecting airspace from unauthorized drones.,https://skysafe.io,Drone detection and mitigation solutions,Aerospace | Security | Technology,skysafe.io
Slack,Where work happens,https://slack.com/,AI Work Management & Productivity Tools,Collaboration | Project Management | Integrations | Enterprise Platform,slack.com
SmallTalk2Me,AI-powered simulator to improve spoken English,https://smalltalk2.me/,AI English Speaking Coach,Education | Language Learning | AI Technology,smalltalk2.me
Smarkia,La plataforma de monitorización energética que te permite actuar sobre tus instalaciones,https://smarkia.com,Gestión energética basada en inteligencia artificial,Energy Management | AI | Digitalization,smarkia.com
SmarterDx,Capture Your Differential,https://www.smarterdx.com,Clinical AI for differential diagnosis,Healthcare | AI | Clinical Documentation Integrity,smarterdx.com
